England/GSTT-265E368/2020	EPI_ISL_484191	True
England/GSTT-5659/2020	EPI_ISL_560701	True
England/LEED-2A890D/2020	EPI_ISL_539028	True
England/LEED-2A9DE2/2020	EPI_ISL_538773	True
England/LIVE-1D2AAE/2020	EPI_ISL_612405	True
England/LIVE-A4745/2020	EPI_ISL_500038	True
England/LIVE-A47EB/2020	EPI_ISL_500044	True
England/LIVE-A4B0D/2020	EPI_ISL_500072	True
England/LIVE-A55C2/2020	EPI_ISL_500130	True
England/LIVE-A5735/2020	EPI_ISL_500146	True
England/LIVE-A57AE/2020	EPI_ISL_500150	True
England/LIVE-A57DB/2020	EPI_ISL_500152	True
England/LIVE-A5911/2020	EPI_ISL_499647	True
England/LIVE-A5F1F/2020	EPI_ISL_499668	True
England/LIVE-A6312/2020	EPI_ISL_499701	True
England/LIVE-A7609/2020	EPI_ISL_517047	True
England/LIVE-A83F2/2020	EPI_ISL_517159	True
England/LIVE-A8468/2020	EPI_ISL_517165	True
England/LIVE-A87E7/2020	EPI_ISL_517214	True
England/LIVE-A91AC/2020	EPI_ISL_517272	True
England/LIVE-A9B17/2020	EPI_ISL_517324	True
England/LIVE-A9B53/2020	EPI_ISL_517328	True
England/LIVE-A9D8A/2020	EPI_ISL_517359	True
England/LIVE-AA7A9/2020	EPI_ISL_517501	True
England/LOND-124C58C/2020	EPI_ISL_492890	True
England/LOND-124CDB1/2020	EPI_ISL_507043	True
England/LOND-124D0A8/2020	EPI_ISL_507052	True
England/LOND-124D15A/2020	EPI_ISL_507058	True
England/LOND-126033D/2020	EPI_ISL_524651	True
England/LOND-126041C/2020	EPI_ISL_524653	True
England/LOND-12613A5/2020	EPI_ISL_524683	True
England/LOND-1286B57/2020	EPI_ISL_842823	True
England/NORT-28124B/2020	EPI_ISL_488807	True
England/NORT-28348F/2020	EPI_ISL_488734	True
England/NORT-284794/2020	EPI_ISL_488510	True
England/NORT-28900D/2020	EPI_ISL_458607	True
England/NORT-28901C/2020	EPI_ISL_458604	True
England/NORT-289410/2020	EPI_ISL_458612	True
